"@timestamp","movie_title","tomatometer_status","audience_rating","tomatometer_rating",cast
"1998-04-09T16:00:00.000Z","City of Angels",Rotten,82,58,"Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz, Colm Feore, Robin Bartlett, Joanna Merlin, Sarah Dampf, Rhonda Dotson, Nigel Gibbs, John Putch, Lauri Johnson, Christian Aubert, Jay Patterson, Shishir Kurup, Brian Markinson, Hector Velasquez, Marlene Kanter, Bernard White, Dan Desmond, Deirdre O'Connell, Kim Murphy, Chad Lindberg, Alexander Folk, Rainbow Borden, Harper Roisman, Sid Hillman, Wanda Lee Evans, Wanda Christine, E.J. Callahan, Tudi Roche, David Moreland, Kristina Malota, Stan Davis, Mik Scriba, Nick Offerman, Kieu Chinh, Geoffrey A. Thorne, Peter Spellos, Jim Kline, Cherene Snow, Theodore Borders"
"1998-07-23T16:00:00.000Z","Saving Private Ryan","Certified Fresh",95,93,"Tom Hanks, Tom Sizemore, Matt Damon, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno, Daniel Cerqueira, Demetri Goritsas, Ian Porter, Gary Sefton, Julian Spencer, Steve Griffin, William Marsh, Marc Cass, Markus Napier, Neil Finnighan, Peter Miles, Paul Garcia, Seamus McQuade, Ronald Longridge, Adam Shaw, Rolf Saxon, Corey Johnson, Loclann Aiken, John Barnett, MacLean Burke, Victor Burke, Aiden Condron, Paschal Friel, Shane Hagan, Paul Hickey, Shane Mikael Johnson, Laird Macintosh, Brian Maynard, Martin McDougall, Mark Phillips, Lee Rosen, Andrew Scott, Matthew Sharp, Vincent Walsh, Grahame Wood, John Sharian, Glenn Wrage, Crofton Hardester, Martin Hub, Raph Taylor, Nigel Whitmey, Sam Ellis, Erich Redman, Tilo Keiner, Stephan Cornicard, Michelle Evans, Martin Beaton, Anna Maguire, Nathan Fillion, Leland Orser, Michael Mantas, David Vegh, Ryan Hurst, Nick Brooks, Sam Scudder, Richard John Walters, Dorothy Grumbar, James Innes-Smith, Harve Presnell, Dale Dye, Bryan Cranston, David Wohl, Eric Loren, Valerie Colgan, Amanda Boxer, Harrison Young, Kathleen Byron, Rob Freeman, Thomas Gizbert"
"1998-12-17T16:00:00.000Z","You've Got Mail",Fresh,73,69,"Tom Hanks, Meg Ryan, Parker Posey, Greg Kinnear, Jean Stapleton, Dave Chappelle, Dabney Coleman, Steve Zahn, John Randolph, Heather Burns, Deborah Rush, Hallee Hirsh, Jeffrey Scaperrotta, Cara Seymour, Katie Finneran, Michael Badalucco, Veanne Cox, Sara Ramirez, Howard Spiegel, Diane Sokolow, Julie Kaas, Reiko Aylesworth, Katie Sagona, Kathryn Maisle, Nina Zoie Lam, Maggie Murphy, Michelle Blakely, Meredith White, Dianne Dreyer, Julie Galdieri, Leila Nichols, Mary Pat Kelly, Chris Messina, Ronobir Lahiri, André Sogliuzzo, Peter A. Mian, Richard Cohen, Enzo Angileri, Nick Brown, Ann Fleuchaus, Neil Bonin, Bill McHugh, Santiago Quinones, Lynn Grossman, Dolores Sirianni, Nicole Bernadette, Bonnie, Clovis"
"1999-10-21T16:00:00.000Z","Bringing Out the Dead","Certified Fresh",70,72,"Nicolas Cage, Patricia Arquette, John Goodman, Ving Rhames, Marc Anthony, Tom Sizemore, Mary Beth Hurt, Cliff Curtis, Nestor Serrano, Aida Turturro, Sonja Sohn, Cynthia Roman, Afemo Omilami, Cullen Oliver Johnson, Cullen O. Johnson, Arthur J. Nascarella, Julyana Soelistyo, Graciela Lecube, Marylouise Burke, Phyllis Somerville, Mary Diveny, Martin Scorsese, Tom Riis Farrell, Larry Fessenden, John Hefferman, Harper James Simon, Charis Michelson, Joseph Monroe Webb, Lia Yang, Rosemary Gomez, Luis Rodríguez, Richard Spore, Aleks Shaklin, Leonid Citer, Jesus A. Del Rosario Jr., Bernie Friedman, Theo Kogan, Fuschia Walker, Matthew Maher, Bronson Dudley, Marilyn McDonald, Ed Jupp Jr., J. Stanford Hoffman, Rita Norona Schrager, Don Berry, Mtume Gant, Michael A. Noto, Omar Sharif Scroggins, Michael Kenneth Williams, Andrew Davoli, Charlene Hunter, Jesse Malin, Jon Abrahams, Antone Pagan, Melissa Marsala, Betty Miller, Sylva Kelegian, Frank Ciornei, Catrina Ganey, Jennifer Lane Newman, John Bal, Raymond Cassar, Tom Cappadona, Jack A. O'Connell, Randy Foster, James Hanlon, Chris Edwards, Mark Girodano, Michael Mulheren, David Zayas, Terry Serpico, Brian Smyj, Floyd Resnick, Megan Leigh, David Vasquez, Judy Reyes, Joseph Reidy, Queen Latifah"
"1999-11-23T16:00:00.000Z","Toy Story 2","Certified Fresh",86,100,"Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Wayne Knight, John Morris, Laurie Metcalf, David Ogden Stiers, Estelle Harris, R. Lee Ermey, Jodi Benson, Jonathan Harris, Joe Ranft, Andrew Stanton, Jeff Pidgeon, Wayne Knights, Annie Potts, Tom Hanks"
"1999-12-09T16:00:00.000Z","The Green Mile","Certified Fresh",94,79,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, James Cromwell, Michael Jeter, Graham Greene (II), Sam Rockwell, Doug Hutchison, Barry Pepper, Patricia Clarkson, Jeffrey DeMunn, Harry Dean Stanton, Eve Brent Ashe, William Sadler, Gary Sinise, Mark C. Miles, Doug Hutchinson, Rai Tasco, Edrie Warner, Dabbs Greer, Paula Malcomson, Christopher Ives, Evanne Drucker, Bailey Drucker, Brian Libby, Brent Briscoe, Bill McKinney, Rachel Singer, Scotty Leavenworth, Katelyn Leavenworth, Bill Gratton, Dee Croxton, Rebecca Jane Klingler, Gary Imhoff, Van Epperson, David E. Browning"
"2000-06-08T16:00:00.000Z","Gone in 60 Seconds (Gone in Sixty Seconds)",Rotten,77,25,"Nicolas Cage, Angelina Jolie, Giovanni Ribisi, Robert Duvall, Delroy Lindo, Timothy Olyphant, Will Patton, Christopher Eccleston, Vinnie Jones, William Lee Scott, Scott Caan, James Duval, Chi McBride, Grace Zabriskie, Holiday Hopke, Harry Van Gorkum, Frances Fisher, Grace Una, Jesse Corti, Taj ""T.J."" Cross, Stephen Shellen, Alexandra Balahoutis, Rainbow Borden, Victor Manni, Sanjay Pandya, Doria Anselmo, Lois Hall, TJ Cross, Dean Rader-Duval, C.J. Picerni, Kevin Weisman, Anthony Boswell, Billy Devlin, Bodhi Elfman, Arye Gross, Greg Collins, Cosimo Fusco, Eddie Mui, Joseph Patrick Kelly, Scott Burkholder, Margaret Kontra Palmer, Charlene Bloom, Kevin West, Billy 'Sly' Williams, Alex Walters, Lombardo Boyar, Angela Tassoni, Scott Rosenberg, Steve Danton, Tyler Patton, Carmen Argenziano, Dan Hilderbrand, Alexander King, Nick Meaney, Michael Peña, Juan Pina, Tim De Zarn, John Carroll Lynch, Doug Bennett, Bob Sattler, Trevor Goddard"
"2000-12-21T16:00:00.000Z","Cast Away","Certified Fresh",84,88,"Tom Hanks, Helen Hunt, Nick Searcy, Lari White, Geoffrey Blake, Jenifer Lewis, David Allen Brooks, Semion Suradikov, Nan Martin, Peter von Berg, Dmitri S. Boudrine, Leonid Citer, Anne Bellamy, Chris Noth, Dennis Letts, Wendy Worthington, Skye McKenzie, Valerie Wildman, John Duerler, Steve Monroe, Ashley Trefger, Lindsey Trefger, Alyssa Gainer, Kaitlyn Gainer, Lauren Gainer, Albert Pugliese, Gergory Pugliese, Brandon Reinhart, Matthew Reinhart, Lisa Long, Lauren Birkell, Elden Henson, Tim Stack, Alice Vaughn, Chase Mackenzie Bebak, Gage Bebak, Amanda Cagney, Andrea Cagney, Fred Semmer, Peter Semmer, Joe Conley, Aaron Rapke, Vin Martin, Garret Davis, Jay Acovone, Christopher Kriesa, Fred Smith, Michelle Robinson, Tommy Cresswell, Rich Sickler, Derick Alexander, François Duhamel, Michael Forest, Viveka Davis, Yelena Papovic, Valentina Ananyina, Jennifer Choe"
"2000-12-21T16:00:00.000Z","The Family Man",Rotten,67,53,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven, Saul Rubinek, Josef Sommer, Harve Presnell, Mary Beth Hurt, Lisa Thornhill, Amber Valletta, Francine York, Ruth Williamson, John F. O'Donohue, John O'Donohue, Makenzie Vega, Jake Milkovich, Ryan Milkovich, Tarri Markel, Daniel Whitner, Lucy Lin, Lisa Lo Cicero, Wass Stevens, Thomas James Foster, Irene Roseen, Ken Leung, Mak Fai, Maggi-Meg Reed, Kate Walsh, Ray Valentine, Gianni Russo, Tom McGowan, Joel McKinnon Miller, Tanya Newbould, Hilary Adahms, Troy Hall, Mary Civiello, Paul Keith, Elisabeth Sjoli, Philippe Bergeron, Christopher Breslin, Si Picker, Lisa Guzman, Robert Downey Sr., P.J. Barry, Nina Barry"
"2002-07-11T16:00:00.000Z","Road to Perdition","Certified Fresh",86,80,"Tom Hanks, Paul Newman, Jennifer Jason Leigh, Jude Law, Stanley Tucci, Daniel Craig, Tyler Hoechlin, Liam Aiken, Ciarán Hinds, Dylan Baker, David Darlow, Doug Spinuzza, Rob Maxey, Nicolas Cade, Dylan Barker, Craig Spidle, Ian Barford, Nicholas Cade, Stephen Dunn, Paul Turner, Maureen Gallagher, Kevin Chamberlin, Juanita Wilson, Stephen P. Dunn, Roderick Peeples, Keith Kupferer, Maurie Gallagher, Lee Roy Rogers, Kathleen Keane, Kieran O'Hare, Jackie Moran, Brendan McKinney, John Sierros, Jon Sattler, Michael Brockman, John Judd, Christian Stolte, Jack Callahan, The Monte Carlos, Kurt Naebig, Lance Baker, Monte, Duane Sharp, Diane Dorsey, Michael Sassone, John Sterchi, Robert Jones, Lara Phillips, Harry Groener, Mina Badie, Ed Kross, Heidi Jayne Netzley, Phil Ridarelli, Peggy Roeder, James Greene, Jobe Cerny, Lawrence MacGowan, Timothy Hendrickson, Marty Higginbotham"
"2002-12-05T16:00:00.000Z",Adaptation,"Certified Fresh",85,91,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton, Brian Cox, Cara Seymour, Maggie Gyllenhaal, Jay Tavare, Litefoot, Roger Willie, Jim Beaver, Judy Greer, Ron Livingston, Paul G. ""Litefoot"" Davis, Doug Jones, Stephen Tobolowsky, Gary Farmer, Peter Jason, Gregory Itzin, Curtis Hanson, Agnes Badoo, Paul Fortune, Paul Jasmin, Lisa Love, Wendy Mogel, David O. Russell, Bob Stephenson, Bob Yerkes, Lynn Court, Roger E. Fanter, Sandra Lee Gimpel, Caron Colvett, Larry Krask, John Etter, Ray Berrios, Nancy Lenehan, John Malkovich, John Cusack, Lance Acord, Catherine Keener"
"2002-12-24T16:00:00.000Z","Catch Me If You Can","Certified Fresh",89,95,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin, Chris Ellis, John Finn, Elizabeth Banks, Nancy Lenehan, Jennifer Garner, Phil Reeves, Ellen Pompeo, Frank Abagnale Jr., Guy Thauvette, Candice Azzara, Matthew Kimbrough, Joshua Boyd, Kaitlin Doubleday, Kelly McNair, Jonathan Danker, Maggie Mellin, Thomas Kopache, Margaret Travolta, Jimmie F. Skaggs, Alex Hyde-White, Lilyan Chauvin, Eugene Fleming, Robert Ruth, Robert Curtis-Brown, Jennifer Manley, James Morrison, Robert Symonds, Jennifer Kan, Robert Curtis Brown, Kelly Hutchinson, Steve Witting, Wendy Worthington, Jane Bodle, J. Patrick McCormack, Brian Goodman, Ray Proscia, Sarah Lancaster, Jill Matson, Mike Baldridge, Joel Ewing, Ritchie Montgomery, Jim Antonio, Angela Sorensen, Jonathan Brent, Benita Krista Nall, Shane Edelman, Andrew Meeks, Morgan Rusler, Jane Edith Wilson, Dave Hager, Kyle Davis, Patrick Thomas O'Brien, Jaime Ray Newman, Deborah Kellner, Mercedes Cornett, Amy Acker, Kitty Carlisle Hart, Robert Peters, James DuMont, Thomas Crawford, Sarah Rush, Jean Sebastien Bou, Malachi Throne, Alfred Dennis, Max J. Kerstein, Donna Kimball, Jan Munroe, Stephen Dunham, Brandon Keener, Jasmine Jessica Anthony, Anthony Powers, Lauren Cohn, Jeremy Howard, Jack Knight, Jamie Anderson, Kam Heskin, Ana Maria Quintana, Gerald R. Molen, Celine Du Tertre, Stan Bly, Jamie Moss, Jessica Collins, Frank W. Abagnale, Roger Leger, Jean-François Blanchard, Mathieu Gaudreault, Guy-Daniel Tremblay, Alexandre Bisping, Patrice Dussault, Paul Todd, Jake Wagner, Ashley Cohen, Kelly Cohen, Ellis Hall, Jack Wagner, Steven Meizler, Fred Datig Jr., Joe Garagiola, Kittie Carlisle Hart, Dominic Bond, Jean-François Brousseau, Francis Campeau, Raphaël Cardin, Marc-Antoine Côté, Antoine Drolet-Dumoulin, Léon Dussault-Gagné, Simon Houle-Gauthier, Vincent Généreux, Sebastien Jean, Pascal Larouche, William Lauzon, Florent Legault, Jason McNally, Julien Normandeau, David Parent-Laliberté, Alexandre Pepin, Nicolas Radeschi, Jonathan René, Samuel St. Amour"
"2003-09-11T16:00:00.000Z","Matchstick Men","Certified Fresh",74,82,"Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce McGill, Bruce Altman, Jenny O'Hara, Sheila Kelley, Steve Eastin, Sheila Kennedy, Tim Kelleher, Nigel Gibbs, Beth Grant, Fran Kranz, Bill Saito, Tim Maculan, Stoney Westmoreland, Lynn Ann Leveridge, Giannina Facio, Sonya Eddy, Michael Clossin, Kim Cassidy, Paul Hubbard, Monnae Michaell, Dennis Anderson, Marco Kyris, Jerry Hauck, Jim Zulevic, Ramsey Malouky, Andi Sherrill, Kate Steele, Adam Clark, Daniel Villarreal, Marco Assante, Kevin La Rosa"
"2004-06-17T16:00:00.000Z","The Terminal",Fresh,74,61,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna, Barry Shabaka Henley, Barry Shabak-Henley, Kumar Pallana, Zoe Saldana, Eddie Jones, Michael Nouri, Jude Ciccolella, Corey Reynolds, Guillermo Díaz, Rini Bell, Stephen Mendel, Valery Nikolaev, Ana Maria Quintana, Bob Morrisey, Sasha Spielberg, Susan Slome, Mik Scriba, Jim Ishida, Carlease Burke, Stephon Fuller, Dan Finnerty, Anastasia Basil, Lydia Blanco, Lee Joseph Davis, Tonya Ivey, Kevin Mukherji, John Eddins, Kenneth Choi, Cas Anvar, Conrad Pla, Danette Mackay, Ian Finlay, Janique Kearns, Eddie Santiago, Kevin Ryder, Dusan Dukic, Mark Ivanir, Matt Holland, Benny Golson, Buster Williams, Mike Ledonne, Carl Allen, Carlo Allen, Scott Adsit, Robert Covarrubias, Terry Haig, Jeff Michael, Dilva Henry, Michelle Arthur, Thinh Truong, Sandrine Kwan, Carl Alacchi, Tanya Van Blokland, Evelyne De La Cheneliere, Laurie Meghan Phelps"
"2004-11-09T16:00:00.000Z","The Polar Express",Rotten,63,56,"Leslie Zemeckis, Tom Hanks, Michael Jeter, Nona Gaye, Steven Tyler, Eddie Deezen, Daryl Sabara, Charles Fleischer, Peter Scolari, Chris Coppola, Julene Renee, André Sogliuzzo, Jimmy Bennett, Brendan King, Isabella Peregrina, Andy Pellick, Josh Eli, Mark Mendonca, Rolandas Hendricks, Ed Gale, Mark Goodman, Jon Scott Rafeld, Josh Hutcherson, Gregory Gast, Hayden McFarland, Sean Scott, Connor Matheus, Gordon Hart, Jimmy 'Jax' Pinchak, Chantel Valdivieso, Phil Fondacaro, Debbie Lee Carrington, Mark Povinelli, Dante Pastula, Eric Newton, Aidan O'Shea, Aaron Hendry, Kevin C. Carr, Bee Jay Joyer, Jena Carpenter, Karine Mauffrey, Beth Carpenter, Bill Forchion, Devin Henderson, Sagiv Ben-Binyamin, Ashly Holloway, Evan Sabara"
"2004-11-18T16:00:00.000Z","National Treasure",Rotten,76,46,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer, Hunter Gomez, David Dayan Fisher, Stewart Finlay-McLennan, Oleg Taktarov, Stephen Pope, Annie Parisse, Mark Pellegrino, Armando Riesco, Erik King"
"2005-09-15T16:00:00.000Z","Lord of War",Fresh,85,62,"Nicolas Cage, Jared Leto, Ethan Hawke, Bridget Moynahan, Shake Toukhmanian, Jean-Pierre Nshanian, Ian Holm, Jared Burke, Eric Uys, David Shumbris, Stewart Morgan, Jasper Lenz, Kobus Marx, Stephan De Abreu, Jeremy Crutchley, Tanya Finch, Lize Jooste, Davis Shumbris, Yaseen Abdullah, Shake Tukhmanyan, Donald Sutherland, David C. Harman, Neil Tweddle, Prosper Hakiziman, Chi Zhang Yi, Sajad Khan, John Sferopoulos, Gamiet Petersen, Danie Struwig, Tony Caprari, Jack Niccol, Annelene Terblanche, Stanislav Majer, Evgeniy Lazarev, Zdenek Pechacek, Weston Cage, Larissa Bond, Sammi Rotibi, Gugulethu Zulu, Debbie Jones, Mirriam Ngomani, Eamonn Walker, Tayo Oyekoya, Dexter Nwanya Jr., Yule Masiteng, Liya Kebede, Jasmine Burgess, Siyamthanda Ndlangalavu, Tanit Phoenix, Kutcha Hardy, Konstantin Egorov, Vadim Dobrin"
"2006-06-08T16:00:00.000Z",Cars,"Certified Fresh",79,75,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry The Cable Guy, Cheech Marin, Tony Shalhoub, Guido Quaroni, Jenifer Lewis, Paul Dooley, Michael Wallis, George Carlin, Katherine Helmond, John Ratzenberger, Joe Ranft, Michael Keaton, Jeremy Piven, Bob Costas, Darell Waltrip, Richard Kind, Edie McClurg, H.A. 'Humpy' Wheeler, Humpy Wheeler, Tom Magliozzi, Ray Magliozzi, Richard Petty, Andrew Stanton, Dale Earnhardt Jr., Michael Schumacher, Jay Leno, Mario Andretti, Sarah Clark, Mike ""No Name"" Nelson, Jonas Rivera, Lou Romano, Adrian Ochoa, E.J. Holowicki, Elissa Knight, Lindsey Collins, Larry Benton, Tom Hanks, Tim Allen, Douglas ""Mater"" Keever, Billy Crystal, John Goodman, Dave Foley, Michael Patrick Bell, Susan Blu, Andrea Boerries, Rodger Bumpass, Torbin Xan Bullock, Richard Cawood, Scott Clark, Kathy Coates, Jennifer Darling, Randy Newman, Brian Fee, Craig Good, James Taylor, Sheryl Crow, Artie Kempner, John Mayer, Hooman Khalili, Sonoko Konishi, Erik Langley, Laraine Newman, Teddy Newton, Colleen O'Shaughnessy, Bob Peterson, Steve Purcell (II), A. J. Riebli III, Steve Schaffer, Ken Schretzmann, Bob Scott, Matt Staudt, Jay Ward, Jim Ward, Colette Whitaker"
"2006-06-27T16:00:00.000Z","Who Killed the Electric Car?","Certified Fresh",84,89,"Greg ""Gadget"" Abbot, David Freeman, Dave Barthmuss, Tom Hanks, Mel Gibson, Jim Boyd and His Men of the West, Peter Horton, Alexandra Paul, Alec N. Brooks, Alan Cocconi, Phyllis Diller, Colette Divine, John R. Dabels, Chelsea Sexton, Bob Sexton, Tom Everhart, David S. Freeman, Ralph Nader, Ed Begley Jr., Frank Gaffney, J. Karen Thomas, Marc Geller, Paul Scott, Greg Hanssen, Huell Howser, Leslie Kendall, Doug Korthof, Alan C. Lloyd, Alan Lowenthal, Edward H. Murphy, Dan Neil, Linda Nicholes, Iris Ovshinsky, Stanford Ovshinsky, Bill Reinert, Wally Rippel, Paul Roberts, Joseph J. Romm, Martin Sheen, Jananne Sharpless, John R. Wallace, R. James Woolsey, Bill Wylam"
"2006-08-08T16:00:00.000Z","World Trade Center",Fresh,60,67,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Jude Ciccolella, Connor Paolo, Anthony Piccininni, Alexa Gerasimovich, Morgan Flynn, Armando Riesco, Viola Davis, Jon Bernthal, Nicholas Turturro, Danny Nucci, Ned Eisenberg, Tyree Simpson, Patti D'Arbanville, Donna Murphy, Dorothy Lyman, William Jimeno, Nick Damici, Martin Pfefferkorn, Nelson Peña, Marcos Palma, Andre Ward, Cliff Bemis, Harmonica Sunbeam, Tawny Cypress, Robert Blanche, Tom Wright, Terry Quinn, Ed Jewett, Maria Helan Checa, Brad William Henke, Nicky Katt, Lucia Brawley, Kimberly Scott, Dara Coleman, Tiffany Marie Romano, Jordan Lage, Gregory Jbara, Wass Stevens, Peter McRobbie, Julie Adams, Tony Genaro, Aixa Maldonado, William Mapother, Arthur J. Nascarella, Frank Whaley"
"2007-06-20T16:00:00.000Z","Planet Terror (Grindhouse Presents: Robert Rodriguez's Planet Terror)",Fresh,77,74,"Rose McGowan, Freddy Rodriguez, Josh Brolin, Marley Shelton, Jeff Fahey, Michael Biehn, Bruce Willis, Michael Parks, Naveen Andrews, Fergie, Jerili Romeo, Tom Savini, Rebel Rodriguez, Carlos Gallardo, Quentin Tarantino, Nicky Katt, Electra Avellan, Elise Avellan, Greg Kelly, Hung Nguyen, Cecilia Conti, Tommy Nix, Skip Reissig, Troy Robinson, Derek Southers, Jason Douglas, Felix Sabates, Doran Ingrham, Johnny Reno, Danny Trejo, Cheech Marin, Tracie Thoms, Mary Elizabeth Winstead, Zoe Bell, Marcy Harriell, Eli Roth, Omar Doom, Michael Bacall, Monica Staggs, Tina Rodriguez, Nicolas Cage, Udo Kier, Sheri Moon Zombie, Matthew MacFadyen, Julio Oscar Mechoso, Geraldo Rivera, Jerili Romero, Feliz Sabates, Stacy Ferguson"
"2007-07-26T16:00:00.000Z","The Simpsons Movie","Certified Fresh",77,88,"Julie Kavner, Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Harry Shearer, Marcia Wallace, Billie Joe Armstrong, Erin Brockovich, Dan Catellaneta, Frank Edwin Wright III, Billy Joe Armstrong, Michael Pritchard, Minnie Driver, Tress MacNeille, Pamela Hayden, Joe Mantegna, Albert Brooks, Russi Taylor, Karl Wiedergott, Maggie Roswell, Tom Hanks, Phil Rosenthal, Hank Azaria, Blake Neely, Nick Gelnnie-Smith"
"2007-12-20T16:00:00.000Z","Charlie Wilson's War","Certified Fresh",73,82,"Tom Hanks, Philip Seymour Hoffman, Amy Adams, Ned Beatty, Julia Roberts, Emily Blunt, Om Puri, Ken Stott, John Slattery, Denis O'Hare, Jud Tylor, Terry Bozeman, Brian Markinson, Hilary Angelo, Cyia Batten, Kirby Mitchell, Ed 'The Machine' Regine, Daniel Eric Gold, Peter Gerety, Wynn Everett, Mary Bonner Baker, Rachel Nichols, Shiri Appleby, P.J. Byrne, Thomas Crawford, Joe Roland, Patrika Darbo, Amanda Loncar, Salaheddine Benchegra, Faran Tahir, Rizwan Manji, Maurice Sherbanee, Salam Sangi, Navid Negahban, Mozhan Marnò, R.M. Haley, Michael Spellman, Russell Edge, Christopher Denham, Joe Sikora, Gabriel Tigerman, Tracy Phillips, Ron Fassler, Nancy Linehan Charles, Daston Kalili, Pasha D. Lychnikoff, Ilia Volok, Sammy Sheik, Quill Roberts, Jim Jansen, Harry S. Murphy, Spencer Garrett, Kevin Cooney"
"2007-12-20T16:00:00.000Z","National Treasure: Book of Secrets",Rotten,67,36,"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight, Helen Mirren, Ed Harris, Harvey Keitel, Bruce Greenwood, Ty Burrell, Michael Maize, Timothy V. Murphy, Alicia Coppola, Armando Riesco, Albert Hall, Joel Gretsch, Christian Camargo, Brent Briscoe, Billy Unger, Michael Manuel Torres, Brad Rowe, Zachary Gordon, Peter Woodward, Oliver Muirhead, Larry Cedar, Troy Winbush, Billy Devlin, William R. Johnson, Richard Cutting, Rachel Cora Wood, Alicia Leigh Willis, Rachel Cora Wood, Lisa Sheldon Miller, Natalie Dreyfuss, Michael Stone Forrest, Susan Lynskey, David E. Goodman, Grant Thompson, Patrizia Dizebba, Frank Herzog, Jon Abel, Maryellen Aviano, Eric W. Carlson, Mary Firestone, Randy Travis, Robert Koch, Emerson Brooks, Tim Talman, Emily Joyce, Glenn Beck, Judy Renihan, Stephen Hibbert, Jonathan Emmett, Susan Beresford, Demetri Goritsas, Charity Reindorp, C.C. Smiff, Demitri Goritsas, David Ury, Milsey Peter Miles, Ben Homewood, Michael McCafferty, Russ Widdall, Hans George Struhar, Poetri, John Travis, Don Harper, Tom Calderaro"
"2010-04-15T16:00:00.000Z","Kick-Ass","Certified Fresh",81,76,"Aaron Taylor-Johnson, Nicolas Cage, Christopher Mintz-Plasse, Mark Strong (II), Chloë Grace Moretz, Omari Hardwick, Xander Berkeley, Michael Rispoli, Clark Duke, Lyndsy Fonseca, Evan Peters, Dexter Fletcher, Corey Johnson, Jason Flemyng, Kenneth Simmons, Randall Batinkoff, Garrett M. Brown, Elizabeth McGovern, Deborah Twiss, Sophie Wu, Anthony Desio, Adrian Martinez, Joe Bacino, Stu ""Large"" Riley, Walle Jobara, Carlos Besse Peres, Tamer Hassan, Yancy Butler, Tim Plester, Hubert Boorder, Craig Ferguson, Omar Soriano, Kofi Natei, Johnny Hopkins, Ohene Cornelius, Russell Bentley, Chris T.J. McGuire, Max White, Dean Copkov, Jacob Cartwright, Maurice DuBois, Dana Tyler, Dan Duran, Louis Young, Katrena Rochell, Harley Quinn Smith"
"2010-06-17T16:00:00.000Z","Toy Story 3","Certified Fresh",89,98,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty, Don Rickles, Michael Keaton, Wallace Shawn, John Ratzenberger, Estelle Harris, John Morris, Jodi Benson, Laurie Metcalf, Blake Clark, Teddy Newton, Bud Luckey, Beatrice Miller, Javier Fernández-Peña, Timothy Dalton, Lori Alan, Charlie Bright, Kristen Schaal, Jeff Garlin, Bonnie Hunt, John Cygan, Jeff Pidgeon, Whoopi Goldberg, Jack Angel, R. Lee Ermey, Jan Rabson, Richard Kind, Erik von Detten, Amber Kroner, Brianna Maiwand, Jack Willis"
"2012-01-19T16:00:00.000Z","Extremely Loud & Incredibly Close",Rotten,61,46,"Tom Hanks, Thomas Horn, Sandra Bullock, Zoe Caldwell, Dennis Hearn, Paul Klementowicz, Julian Tepper, Caleb Reynolds, John Goodman, Max von Sydow, Stephen Henderson, James Gandolfini, Lorna Pruce, Viola Davis, Jeffrey Wright, Hazelle Goodman, Bernadette Drayton, David Latham, Marty Krzywonos, Jim Norton, Carmen M. Herlihy, Ryka Dottavio, Chloe Roe, Diane Cheng, Gregory Korostishevsky, Adrian Martinez, Marco Verna, Brandon Jeffers, Martin E. Brens, Gustavo Brens, Brooke Bloom, Rene Ojeda, Madison Arnold, Henry Morales-Ballet, Bryse Gregory, William Youmans, Kit Flanagan, Jenson Smith, Ray Iannicelli, Miguel Jarquin-Moreland, Benjamin McCracken, Malachi Weir, John Joseph Gallagher, Sam Kaufman, Stephen Kunken, Kim Rideout, Chloe Elaine Scharf, Eva Kaminsky, Christopher Hardwick, Kate Levy, Stephanie Kurtzuba, Catherine Curtin, Lola Pashalinski, Clayton James Mackay, Bailey Grey, Alexandre Desplat"
